brand_raw,brand_slug,product_name_raw,product_name_norm,url,image_url,form_guess,life_stage_guess,ingredients_raw,ingredients_language,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,pack_sizes,gtin,source,ingested_at,row_hash,product_key_candidate
Alpha,Alpha,sporting maintenance,sporting maintenance,https://www.allaboutdogfood.co.uk/dog-food-reviews/3728/alpha-sporting-maintenance,,wet,adult,"Whole Wheat, Beef Meat Meal 20.0%, Wheatfeed Pellets, Whole Maize, Poultry Meat Meal 7.0%, White Rice, Poultry Oil, Fructo Oligosaccharides 0.1%, Mannan Oligosaccharides 0.1%, Extract of Yucca Schidigera 25 mg/kg.",en,,,,,,,,,aadf,2025-09-12T08:53:18.511581,6e2fa11ef7c2b0741c6dda60a72509b7,509ef357bd1692b2
Denes,Denes,puppy growth,growth,https://www.allaboutdogfood.co.uk/dog-food-reviews/0566/denes-puppy-growth,,dry,puppy,"Whole Maize, Chicken Meat Meal (min 14%), Rice (min 14%), Chicken Fat, Sugar Beet Pulp, Dried Egg, Fish Meal, Stabilised Flax Seed, Monocalcium Phosphate, Digest, Minerals and Vitamins, Alfalfa, Potassium Chloride, Dried Yeast Extract, Fenugreek, Slippery Elm, Dill, Natural Antioxidant, Stabilised Vitamin C, Yucca Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.511668,cec2570082d98207e159b6b3472b7199,2362fa48231b3005
Country Pursuit,Country Pursuit,k9 20 percent working dog,k9 20 percent working dog,https://www.allaboutdogfood.co.uk/dog-food-reviews/2264/country-pursuit-k9-20-percent-working-dog,,dry,adult,"Cereals, Meat & Animal Derivatives, Derivatives of Vegetable Origin, Oils and Fats, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.511760,6668b92ac1693679bfc161471d3b5739,284dd2d164b94a3c
Pedigree,Pedigree,puppy junior dry,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0451/pedigree-puppy-junior-dry,,dry,puppy,"Cereals (Including 4% Rice), Meat and Animal Derivatives (Including 14% Chicken), Oils and Fats (Including 0.25% Fish Oil, 0.2% Sunflower Oil), Derivatives of Vegetable Origin (Including 4.5% Sugar Beet Pulp), Vegetable Protein Extracts, Minerals, Antioxidants BHA & BHT.",en,,,,,,,,,aadf,2025-09-12T08:53:18.511866,0883c48e4b57087a188745b6126b413a,e4ce6490a428ee7f
Pooch,Pooch,and mutt small dog,and mutt dog,https://www.allaboutdogfood.co.uk/dog-food-reviews/2253/pooch-and-mutt-small-dog,,dry,unknown,"Dried Chicken (min. 26%), Potato, Sweet Potato 17%, Peas, Chicken Fat 9%, Chicken Gravy 4%, Linseed 2%, Salmon Oil 2%, Carrots 0.3%, Camomile 0.2%, Cranberry 0.16%, Seaweed, Fructo-Oligosaccharides 0.1%, Glucosamine 0.1%, Blackcurrant 0.005%, Kale 0.005%, Spinach 0.005%, Beetroot 0.005%, Rosehip 0.005%, Pomegranate 0.005%, Yucca Schidigera 0.005%, Olive Extract 0.005%.",en,,,9.0,,,,,,aadf,2025-09-12T08:53:18.511958,10fbf71b5b057fb48f1442e9cf1a4d56,ee2146795e46e562
Asda,Asda,hero working complete,hero working complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/2959/asda-hero-working-complete,,wet,unknown,"Cereals, Meat and Animal Derivatives 28% (Including 4% Chicken), Vegetables (4% Peas), Oils and Fats, Derivatives of Vegetable Origin, Minerals, Chicory Root (0.1%), Yucca Extract (0.01%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.512056,2cebee2b81fc2bdb3eb72c2709b61382,075fd8a15fbe10fc
Skinners,Skinners,get out and go dry everyday energy,get out and go everyday energy,https://www.allaboutdogfood.co.uk/dog-food-reviews/3242/skinners-get-out-and-go-dry-everyday-energy,,wet,adult,"Poultry Meat Meal (Chicken) 29.5%, Sweet Potato Chips 22%, Potato Flake, Poultry Fat, Whole Linseed, Beet Pulp, Peas, Vitamins, Minerals, Brewers Yeast, Dried Egg, Carrots 1.2%, Parsnips 1.2%, Apple 1.2%, Marine Algae Meal, Kale 0.5%, Broccoli 0.5%, Spinach 0.5%, Glucosamine 350mg/kg, Blueberries 200mg/kg, Yucca 200mg/kg, Cranberries 200mg/kg, Chondroitin Sulphate 200mg/kg, Carnitine 200mg/kg, Fennel 150mg/kg, Turmeric 100mg/kg.",en,,,,,,,,,aadf,2025-09-12T08:53:18.512163,f9ab127f4ada0711e3a7238a979bd199,33536d46255fbef8
Pooch,Pooch,and mutt slim and slender,and mutt slim and slender,https://www.allaboutdogfood.co.uk/dog-food-reviews/1307/pooch-and-mutt-slim-and-slender,,wet,unknown,"Fresh Chicken (25%), Sweet Potato (22%), Chicken Protein (16%), Potatoes (10%), Peas (7%), Pea Protein (6%), Dried Beet Pulp (6%), Chicken Fat (2%), Chicken Gravy (2%), Linseed (2%), Alfalfa (1.5%), Psyllium Husk & Seeds (0.08%), Dried Cranberries (0.04%), Glucosamine (0.026%), Chondroitin Sulphate (0.016%), Mannanoligosaccharides (0.015%), Fructooligosaccharides (0.01%), Mojave Yucca (0.01%), Lactobacillus Acidophilus Ha 122 Inactivated (15x10 9 Cells/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.512284,8bbb59709f4e51de18550485da8ffcb8,5ef605bd0e8b424b
Eukanuba,Eukanuba,mature and senior all breeds,mature and all breeds,https://www.allaboutdogfood.co.uk/dog-food-reviews/0104/eukanuba-mature-and-senior-all-breeds,,dry,senior,"Dried Chicken and Turkey, Lamb (19%), Rice (19%), Sorghum, Barley, Maize, Dried Beet Pulp (2.5%), Hydrolysed Animal Proteins (from Chicken), Animal Fat (from Chicken and Pork), Dried Whole Egg, Brewer's Dried Yeast, Potassium Chloride, Fructooligosaccharides (0.47%), Sodium Chloride, Sodium Hexametaphosphate, Fish Oil, Calcium Carbonate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.512396,50beca50af9cb002557e4affbd9038b5,15f378e077f3a228
Eukanuba,Eukanuba,daily care sensitive digestion,daily care sensitive digestion,https://www.allaboutdogfood.co.uk/dog-food-reviews/0411/eukanuba-daily-care-sensitive-digestion,,dry,unknown,"Dried Chicken and Turkey (22%), Rice (21%), Maize, Sorghum, Animal Fat (from Chicken and Pork), Dried Beet Pulp (2.8%), Fish Meal, Dried Whole Egg, Hydrolysed Animal Proteins (from Chicken), Fructooligosaccharides (0.77%), Dicalcium Phosphate, Potassium Chloride, Sodium Chloride, Sodium Hexametaphosphate, Fish Oil, Calcium Carbonate, Linseed.",en,,,,,,,,,aadf,2025-09-12T08:53:18.512486,f3dd848559d8fa65618b8b461c6757ac,a77fc2f5ce87f7e8
Gain,Gain,greyhound 28,greyhound 28,https://www.allaboutdogfood.co.uk/dog-food-reviews/2092/gain-greyhound-28,,dry,unknown,"Cereals, Meat & Animal Derivatives, Derivatives of Vegetable Origin, (min 4.0% Sugar Beet Pulp, min 0.4% FOS), Oils & Fats, Vegetable Protein Extracts, Minerals, Seeds (Linseed), Products from the Processing of Plants, Flavours, Preservatives.",en,,,,,,,,,aadf,2025-09-12T08:53:18.512610,8b6ec5296a8e574bb8e7eb200b8aa5b1,91a59c180938cae0
Fish4Dogs,Fish4Dogs,working dog,working dog,https://www.allaboutdogfood.co.uk/dog-food-reviews/0233/fish4dogs-working-dog,,dry,unknown,"Ocean White Fish (28%), Potato (21%), Pea Flour (19%), Salmon Meal (11.2%), Salmon Oil (10.8%), Beet Pulp, Brewers Yeast, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.512706,f1d92c3e0eddd649d9cd163d1d31ba82,6aade0c54b204575
Leader,Leader,adult supreme large breed,supreme,https://www.allaboutdogfood.co.uk/dog-food-reviews/2307/leader-adult-supreme-large-breed,,wet,adult,"Dehydrated Chicken (26%), Brown Rice, White Rice, Chicken Fat, Dehulled Oats, Whole Linseed, Minerals, Alfalfa, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Ginger, Turmeric, Glucosamine Hydrochloride, Yucca Schidigera, Chondroitin Sulphate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.512811,cbb313ece23567fee86b7feac9322706,3f52fc889cf8f16d
Royal Canin,Royal Canin,veterinary diet neutered adult small dog,veterinary diet neutered dog,https://www.allaboutdogfood.co.uk/dog-food-reviews/0664/royal-canin-veterinary-diet-neutered-adult-small-dog,,wet,adult,"Barley, Maize, Dehydrated Pork Protein, Dehydrated Poultry Protein, Wheat Flour, Vegetable Fibres, Wheat Gluten, Hydrolysed Animal Proteins, Animal Fats, Minerals, Chicory Pulp, Soya Oil, Fish Oil, Psyllium Husks and Seeds, Fructo-Oligo-Saccharides, Marigold Extract, Pentasodium Triphosphate, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.512910,ee7c5dcdd29d88278c4c372b3f9bbc2e,fa39ff576a6f6a5b
Nature's Menu,Natures Menu,country hunter pouches adult,country hunter pouches,https://www.allaboutdogfood.co.uk/dog-food-reviews/1323/natures-menu-country-hunter-pouches-adult,,wet,adult,"Free Range Chicken 80%, Sweet Potato 3%, Carrots 3%, Green Beans 3%, Mixed Berries 2%, Spirulina 0.5%, Yucca Extract, Green Tea Extract, Rosemary Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513010,dcb9c9f17941da83aa4b69eca17cf541,1996e6728504e1d9
CSJ,CSJ,command performance 21,command performance 21,https://www.allaboutdogfood.co.uk/dog-food-reviews/0733/csj-command-performance-21,,dry,unknown,"Salmon (26%), White Rice, Corn, Fish Meal (7%), Barley, Chicken Fat, Oats, Minerals, Brewers Yeast, Beet Pulp, Whole Linseed, Salmon Gravy, Salmon Oil, Vitamins, Glucosamine, Methylsulfonylmethane, Chondroitin Sulphate, Herbs.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513082,f2d9b1d36a58d3237f6deb54993d1902,175d7a76a728a6c0
Freshpet,Freshpet,select bags,select bags,https://www.allaboutdogfood.co.uk/dog-food-reviews/2103/freshpet-select-bags,,unknown,unknown,"Fresh Chicken (34%), Chicken (30%), Chicken Liver (11%), Ground Oats (10%), Rice Bran, Eggs, Carrots (1%), Garlic Powder, Minerals, Spinach (0.5%), Celery Seed Powder.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513162,32c2e98e6cc4d347074223aa6969ae87,b224ae7ec4d12721
Concept For,Concept For,life large breed sensitive,life sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/1768/concept-for-life-large-breed-sensitive,,wet,unknown,"Rice, 20% Lamb Protein (Dried), Rice Protein, Poultry Fat, Liver Hydrolysate, Dried Beet Pulp (Desugared), Brewer's Yeast (Dried), Linseed, Egg (Dried), Lignocellulose, 0.4% Sunflower Oil, Sodium Chloride, 0.2% Yeast Extract (Rich in Beta-Glucans and Mannan-Oligosaccharides), 0.1% Chicory Inulin, 0.01% Green Tea Extract (Dried, Rich in Flavonoids), Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513278,dcfcf7ceb9a7ce3fdc155df3b076e774,fbac269d5f724680
James Wellbeloved,James Wellbeloved,adult superfood,superfood,https://www.allaboutdogfood.co.uk/dog-food-reviews/3723/james-wellbeloved-adult-superfood,,dry,adult,"Turkey Meal 23.3%, Brown Rice, White Rice, Naked Oats, Whole Linseed, Sugar Beet Pulp, Turkey Fat 3%, Turkey Gravy 2.9%, Kale 2%, Quinoa 2%, Alfalfa Meal, Pea Fibre, Seaweed, Sodium Chloride, Fish Oil, Potassium Chloride, Chicory Extract 0.1%, Calcium Carbonate, Yucca Extract.",en,,,3.0,,,,,,aadf,2025-09-12T08:53:18.513368,559e23d3e2c518a15961a3c9477a1890,1f107b9a30b9ffcd
Millies Wolfheart,Millies Wolfheart,pork and veg,pork and veg,https://www.allaboutdogfood.co.uk/dog-food-reviews/1571/millies-wolfheart-pork-and-veg,,dry,unknown,"Freshly Prepared Pork (29%), Potato (15%), Sweet Potato, Dried Pork (14%), Chickpeas, Tapioca, Pork Fat (6%), Lucerne, Minerals, Pork Gravy (1%), Tomato Pomace, Joint Pack (Glucosamine 177.5 mg/kg, Methylsulfonylmethane 177.5 mg/kg, Chondroitin Sulphate 125 mg/kg), Turmeric, Yucca Extract, Mixed Herbs, Dried Apple, Burdock Root, Dried Chamomile, Dried Carrot, Dried Cranberry, Aniseed, Fenugreek, Dried Seaweed, Dried Peppermint.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513459,1f529d7c440474e017b6f6ad1020fdc7,6d09ce096f94a515
Caboodle,Caboodle,wet food,,https://www.allaboutdogfood.co.uk/dog-food-reviews/2728/caboodle-wet-food,,wet,unknown,"Chicken 60%, Brown Rice 6%, Dried Vegetables 2% (Peas, Carrot, Pumpkin), Minerals, Flaxseed Oil, Dried Blueberries, Salmon Oil, Tomato, Kelp, Basil, Chicory Powder, Yucca Schidigera, Citrus Extracts, Glucosamine Hcl, Chondroitin.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513549,7abbd5595ab3b9e45d44914827270384,3cc1c73bf5c214fb
Bakers,Bakers,meaty meals small dog,meaty meals dog,https://www.allaboutdogfood.co.uk/dog-food-reviews/1943/bakers-meaty-meals-small-dog,,wet,adult,"Cereals, Meat and Animal Derivatives (15% with min. 4% Chicken), Vegetable Protein Extracts, Glycerol, Oils and Fats, Propylene Glycol, Minerals, Derivatives of Vegetable Origin.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513667,260705645863b46448a47fc99e199e4d,c19b28cb2315f87f
Concept For,Concept For,life large breed junior,life,https://www.allaboutdogfood.co.uk/dog-food-reviews/1700/concept-for-life-large-breed-junior,,wet,puppy,"30% Poultry Protein (Rich in Chicken, Partly Dried and Hydrolysed), 20% Fresh Chicken Meat, Rice, Maize, Poultry Fat, Dried Beet Pulp (Desugared), Linseed, Lignocellulose, Sodium Chloride, Brewer's Yeast (Dried), Egg (Dried), 0.2% Salmon Oil, 0.2% Yeast Extract (Rich in Beta-Glucans and Mannan-Oligosaccharides), 0.2% Sunflower Oil, 0.1% Chicory Inulin, 0.1% Aronia Extract (Dried, Rich in Polyphenols), 0.04% Glucosamine, 0.02% Chondroitin Sulphate, 0.02% Extracts from Hops and Green Tea (Dried, Rich in Flavonoids), Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513766,63e2365a69d461c655ad235463e2b919,0295beeff160faf0
Yarrah,Yarrah,adult,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0940/yarrah-adult,,wet,senior,"Organic Dried Chicken (19.9%), Organic Whole Grain Oats, Organic Yellow Corn, Organic Whole Grain Wheat, Organic Soy Husks, Organic Chicken Fat, Organic Peas, Organic Baobab, Wild Dried MSC* Herring, Organic Hydrolyzed Liver, Organic Sunflower Seed Husks, Minerals, Brewers Yeast. *from an MSC Certified Sustainable FishEry.",en,,,,,,,,,aadf,2025-09-12T08:53:18.513888,8035e16c0c039581fb2b5eca1b5a7ee0,4ae61ef44b3dae7c
Nature's Deli,Natures Deli,adult large breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/2678/natures-deli-adult-large-breed,,wet,adult,"Turkey 32.7% (Turkey Meal 25.1%, Turkey 5.7%, Turkey Gravy 1.9%), Brown Rice (30%), Dried Beet Pulp, White Rice, Turkey Fat, Dried Peas (3.8%), Dried Chick Peas (2.8%), Dried Sweet Potato (2.8%), Brewers Yeast, Dried Pumpkin (1.9%), Minerals, Linseed Oil, Vegetable Stock, Dried Carrot (0.5%), Yeast (0.14%), Chicory Root Extract (0.14%), Glucosamine (0.033%), Dried Rosemary, Yucca Schidigera (0.024%), Chondroitin Sulphate (0.019%), Dried Cranberry, Dried Dandelion Root, Dried Pomegranate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.514034,a4e4f29e11d001cf4c743dbf748094ca,9e6d5a862db0bee7
Royal Canin,Royal Canin,x small adult,x,https://www.allaboutdogfood.co.uk/dog-food-reviews/0387/royal-canin-x-small-adult,,wet,adult,"Rice, Dehydrated Poultry Meat, Maize, Animal Fats, Maize Flour, Maize Gluten, Hydrolysed Animal Proteins, Vegetable Protein Isolate, Chicory Pulp, Minerals, Soya Oil, Psyllium Husks and Seeds (1%), Yeasts, Fish Oil, Fructo-Oligosaccharides, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.514153,46547e3700d286809cdfd14dd2e686ec,d22f3f96a4560f50
Techni,Techni,cal lifestages adult,cal lifestages,https://www.allaboutdogfood.co.uk/dog-food-reviews/0366/techni-cal-lifestages-adult,,wet,adult,"Dehydrated Chicken Turkey and Duck, Wheat, Maize, Chicken Fat, Beet Pulp, Salmon Oil (Cold Pressed), Brewers Yeast, Linseed, Dried Apple, Fructo-Oligosaccharides, Sodium Chloride.",en,,,,,,,,,aadf,2025-09-12T08:53:18.514248,651810fb6b5e2efbcf4c9904f92118a1,57135cf3cd56ba1d
Butchers,Butchers,recovery and revive can,recovery and revive can,https://www.allaboutdogfood.co.uk/dog-food-reviews/2604/butchers-recovery-and-revive-can,,wet,puppy,"British and Irish Farmed Chicken 50%, Broth 39.5% (Including Water and Dried Seaweed), Cooked White Rice 7.5%, Salmon Oil 1%, Minerals, Yeast 0.15% (Prebiotic MOS 0.05%, Beta-Glucans 0.045%), Chicory Root; Prebiotic FOS 0.06%, Yucca 0.005%, Paraprobiotic Lactobacillus Helveticus 0.001%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.514358,89a9607104e18d71bc2f819734934193,15d5ec73ee0dbbec
Royal Canin,Royal Canin,satiety weight management,satiety weight management,https://www.allaboutdogfood.co.uk/dog-food-reviews/3124/royal-canin-satiety-weight-management,,dry,puppy,"Vegetable Fibres, Dehydrated Poultry Protein, Wheat Gluten, Manioc (Tapioca), Maize Gluten, Hydrolysed Animal Proteins, Wheat, Maize, Animal Fats, Beet Pulp, Fish Oil, Minerals, Psyllium Husks and Seeds, Soya Oil, Fructo-Oligosaccharides, Glucosamine from Fermentation, Marigold Meal, Hydrolysed Cartilage.",en,,,,,,,,,aadf,2025-09-12T08:53:18.514443,bc902776bf0c27bcb392ef82d2facc1e,d04051521f177cd1
Royal Canin,Royal Canin,mini puppy,mini,https://www.allaboutdogfood.co.uk/dog-food-reviews/0065/royal-canin-mini-puppy,,wet,puppy,"Dehydrated Poultry Protein, Rice, Animal Fats, Wheat Gluten, Maize, Beet Pulp, Maize Flour, Hydrolysed Animal Proteins, Maize Gluten, Minerals, Soya Oil, Fish Oil, Fructo-Oligosaccharides, Hydrolysed Yeast (0.30%), Algal Oil Schizochytrium Sp. Yucca Schidigera Juice, Marigold Meal, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.514554,925d5a585afc8cde5f16b7009b61d71c,523082036cfecde9
Zenoo,Zenoo,natural freeze dried raw,natural,https://www.allaboutdogfood.co.uk/dog-food-reviews/3058/zenoo-natural-freeze-dried-raw,,freeze_dried,unknown,"Turkey 70% (Fresh Turkey with Ground Fine Bones, Turkey Heart, Turkey Liver), Wild-Caught Salmon Trout, Carrots, Cabbage, Zucchini, Yeast Products, Rosemary Extract.",en,,42.0,,,,,,,aadf,2025-09-12T08:53:18.514675,2b0283f83dd70bd1fb4c7a294ecbafa7,d25178bc52cc7220
Earls,Earls,complete,complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/1947/earls-complete,,dry,adult,"Cereals (40% Wholegrain Maize), Meat and Animal Derivatives 24% (Including 4% Beef), Oils and Fats, Various Sugars, Minerals, Derivatives of Vegetable Origin, Vegetables (1.25% Dried Peas), Seeds (Linseeds 0.06%), Hydrolysed Yeast and Chicory Extracts (0.003%)",en,,,,,,,,,aadf,2025-09-12T08:53:18.514772,24bf98d3720499bda86f0f0981871d88,37c45e7d093ef760
Royal Canin,Royal Canin,poodle adult,poodle,https://www.allaboutdogfood.co.uk/dog-food-reviews/2763/royal-canin-poodle-adult,,wet,puppy,"Maize, Dehydrated Poultry Protein, Vegetable Protein Isolate, Animal Fats, Rice, Maize Flour, Maize Gluten, Hydrolysed Animal Proteins, Beet Pulp, Minerals, Soya Oil, Fish Oil, Yeasts and Parts Thereof, Vegetable Fibres, Fructo-Oligo-Saccharides, Borage Oil (0.1%), Hydrolysed Crustaceans, Marigold Extract, Hydrolysed Cartilage.",en,,,,,,,,,aadf,2025-09-12T08:53:18.514926,946acefe6622231f2f10572caaf1b637,286ae535ed841b6f
Nutro,Nutro,wild frontier dry puppy,wild frontier,https://www.allaboutdogfood.co.uk/dog-food-reviews/2110/nutro-wild-frontier-dry-puppy,,wet,puppy,"70% from Animal Ingredients: Chicken (36%): Dried Chicken Protein, Fresh Chicken (12%); Turkey (15%): Dried Turkey Protein, Turkey Digest; Poultry Fat (9%), Poultry Greaves Protein (8%), Dried Beef Liver (2%), Fish Oil. 30% from Plant Sources & Minerals: Pea Starch, Tapioca Starch, Dried Sweet Potato, Dried Apple Pulp, Lentils, Dried Alfalfa, Pea Protein, Minerals, Dried Beet Pulp, Sunflower Oil, Rosemary Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.515021,320dfb623f7dcc5543218c4d423f9f69,92b6f129e07194c1
Primal,Primal,spirit iberian complete wet canned nordic sealand,spirit iberian complete canned nordic sealand,https://www.allaboutdogfood.co.uk/dog-food-reviews/4323/primal-spirit-iberian-complete-wet-canned-nordic-sealand,,wet,senior,"50% Fresh Pork, 30% Fresh Fish, Water, Cereals, Soy Protein, Fish Oil, Potato Starch, Spices, Yucca Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.515098,dd24be46e969b15540bec08b2e51bd08,94b599d2bcc2b7e1
Chappie,Chappie,original tins,original tins,https://www.allaboutdogfood.co.uk/dog-food-reviews/0174/chappie-original-tins,,wet,unknown,"Cereals, Fish and Fish Derivatives (Including Whitefish 14%), Meat and Animal Derivatives (Including Chicken 4%), Oils and Fats (Including Sunflower Oil 0.3%), Minerals, Provence Herbs.",en,,,,,,,,,aadf,2025-09-12T08:53:18.515206,a2230967548271001a30d1b4284a3718,40208aa98e766bf0
Gelert,Gelert,country choice maintenance puppy,country choice maintenance,https://www.allaboutdogfood.co.uk/dog-food-reviews/0379/gelert-country-choice-maintenance-puppy,,dry,puppy,"White Rice (30%), Chicken Meat Meal (20%), Maize, Dried Maize Protein (15%), Barley, Dried Brewer's Yeast, Chicken Fat (5%), Flaxseed Oil (1.5%), Chicken Digest (1%), Minerals, Prebiotic MOS (Mannan-Oligosaccharide), Glucosamine (175 mg/kg), Chondroitin (125 mg/kg), Yucca Extract (500 mg/kg), Cranberry (100 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.515295,8984e3c133ed2e2aa081be1a2d5b0294,06df3be48409a1f6
James,James,and ella kibble and raw adult,and ella kibble and,https://www.allaboutdogfood.co.uk/dog-food-reviews/3517/james-and-ella-kibble-and-raw-adult,,freeze_dried,adult,"Chicken 63% (Freshly Prepared Chicken 24%, Chicken Meal 23%, Freeze Dried Chicken Pieces 8%, Chicken Fat 5.5%, Chicken Gravy 2.5%), Potato (21.2%), Sweet Potato (6.4%), Peas (4%), Beet Pulp, Salmon Oil, Minerals, Dried Carrot (0.5%), Prebiotic MOS (0.2%), Cranberry Extract (0.015%), Blueberry Powder (0.015%), Marigold Meal, Turmeric, Dried Spearmint.",en,,,5.5,,,,,,aadf,2025-09-12T08:53:18.515380,ac563ff340c8d1a8facdae9c7a5e631b,d0f0b5fe625346e2
Burns,Burns,puppy mini,mini,https://www.allaboutdogfood.co.uk/dog-food-reviews/0005/burns-puppy-mini,,dry,puppy,"Brown Rice 43%, Chicken Meal 23%, White Rice 12%, Chicken Oil, Oats, Peas, Sunflower Oil, Fish Meal, Vitamins & Minerals, Seaweed.",en,,,,,,,,,aadf,2025-09-12T08:53:18.515451,75a5de518a585d0ded547acd27245470,e9a5377f489d1a27
Hill's Science,Hills Science,plan puppy large,plan,https://www.allaboutdogfood.co.uk/dog-food-reviews/0136/hills-science-plan-puppy-large,,wet,puppy,"Maize, Chicken and Turkey Meal, Brewers' Rice, Digest, Animal Fat, Dried Whole Egg, Cellulose, Dried Beet Pulp, Minerals, Flaxseed, Fish Oil, Vegetable Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.515542,c1fd2091c23ecbcb1d2527d34b0e663e,c76018ab1944efbd
Arden Grange,Arden Grange,puppy junior large breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0028/arden-grange-puppy-junior-large-breed,,wet,puppy,"Chicken (Chicken Meat Meal 30%, Fresh Chicken 5%), Rice (19%), Maize, Refined Chicken Oil, Beet Pulp, Chicken Digest, Krill, Minerals, Yeast, Whole Dried Egg, Whole Linseed. Prebiotic FOS, Prebiotic MOS, Glucosamine (370 mg/kg), MSM (370mg/kg), Chondroitin (260mg/kg), Yucca Extract, Cranberries, Nucleotides.",en,,,,,,,,,aadf,2025-09-12T08:53:18.515655,9aea0095bbc5e8853c01aef04ca0c0ef,fafc06769efd8657
